albumn_name,track_title,track_number,lyric,line,negative,neutral,positive,overall
Taylor Swift,Tim McGraw,1,He said the way my blue eyes shined,1,0.0,1.0,0.0,Neutral
Taylor Swift,Tim McGraw,1,Put those Georgia stars to shame that night,2,0.307,0.693,0.0,Negative
Taylor Swift,Tim McGraw,1,"I said, ""That's a lie""",3,0.0,1.0,0.0,Neutral
Taylor Swift,Tim McGraw,1,Just a boy in a Chevy truck,4,0.0,1.0,0.0,Neutral
Taylor Swift,Tim McGraw,1,That had a tendency of gettin' stuck,5,0.25,0.75,0.0,Negative
Taylor Swift,Tim McGraw,1,On back roads at night,6,0.0,1.0,0.0,Neutral
Taylor Swift,Tim McGraw,1,And I was right there beside him all summer long,7,0.0,1.0,0.0,Neutral
Taylor Swift,Tim McGraw,1,And then the time we woke up to find that summer gone,8,0.0,1.0,0.0,Neutral
Taylor Swift,Tim McGraw,1,But when you think Tim McGraw,9,0.0,1.0,0.0,Neutral
Taylor Swift,Tim McGraw,1,I hope you think my favorite song,10,0.0,0.459,0.541,Positive
Taylor Swift,Tim McGraw,1,The one we danced to all night long,11,0.0,1.0,0.0,Neutral
Taylor Swift,Tim McGraw,1,The moon like a spotlight on the lake,12,0.0,0.737,0.263,Positive
Taylor Swift,Tim McGraw,1,When you think happiness,13,0.0,0.455,0.545,Positive
Taylor Swift,Tim McGraw,1,I hope you think that little black dress,14,0.0,0.707,0.293,Positive
Taylor Swift,Tim McGraw,1,Think of my head on your chest,15,0.0,1.0,0.0,Neutral
Taylor Swift,Tim McGraw,1,And my old faded blue jeans,16,0.0,1.0,0.0,Neutral
Taylor Swift,Tim McGraw,1,When you think Tim McGraw,17,0.0,1.0,0.0,Neutral
Taylor Swift,Tim McGraw,1,I hope you think of me,18,0.0,0.633,0.367,Positive
Taylor Swift,Tim McGraw,1,September saw a month of tears,19,0.275,0.725,0.0,Negative
Taylor Swift,Tim McGraw,1,And thankin' God that you weren't here,20,0.0,0.741,0.259,Positive
Taylor Swift,Tim McGraw,1,To see me like that,21,0.0,0.615,0.385,Positive
Taylor Swift,Tim McGraw,1,But in a box beneath my bed,22,0.0,1.0,0.0,Neutral
Taylor Swift,Tim McGraw,1,Is a letter that you never read,23,0.0,1.0,0.0,Neutral
Taylor Swift,Tim McGraw,1,From three summers back,24,0.0,1.0,0.0,Neutral
Taylor Swift,Tim McGraw,1,It's hard not to find it all a little bittersweet,25,0.231,0.769,0.0,Negative
Taylor Swift,Tim McGraw,1,"And lookin' back on all of that, it's nice to believe",26,0.0,0.781,0.219,Positive
Taylor Swift,Tim McGraw,1,When you think Tim McGraw,27,0.0,1.0,0.0,Neutral
Taylor Swift,Tim McGraw,1,I hope you think my favorite song,28,0.0,0.459,0.541,Positive
Taylor Swift,Tim McGraw,1,The one we danced to all night long,29,0.0,1.0,0.0,Neutral
Taylor Swift,Tim McGraw,1,The moon like a spotlight on the lake,30,0.0,0.737,0.263,Positive
Taylor Swift,Tim McGraw,1,When you think happiness,31,0.0,0.455,0.545,Positive
Taylor Swift,Tim McGraw,1,I hope you think that little black dress,32,0.0,0.707,0.293,Positive
Taylor Swift,Tim McGraw,1,Think of my head on your chest,33,0.0,1.0,0.0,Neutral
Taylor Swift,Tim McGraw,1,And my old faded blue jeans,34,0.0,1.0,0.0,Neutral
Taylor Swift,Tim McGraw,1,When you think Tim McGraw,35,0.0,1.0,0.0,Neutral
Taylor Swift,Tim McGraw,1,I hope you think of me,36,0.0,0.633,0.367,Positive
Taylor Swift,Tim McGraw,1,And I'm back for the first time since then,37,0.0,1.0,0.0,Neutral
Taylor Swift,Tim McGraw,1,I'm standin' on your street,38,0.0,1.0,0.0,Neutral
Taylor Swift,Tim McGraw,1,And there's a letter left on your doorstep,39,0.0,1.0,0.0,Neutral
Taylor Swift,Tim McGraw,1,And the first thing that you'll read is:,40,0.0,1.0,0.0,Neutral
Taylor Swift,Tim McGraw,1,"""When you think Tim McGraw",41,0.0,1.0,0.0,Neutral
Taylor Swift,Tim McGraw,1,I hope you think my favorite song,42,0.0,0.459,0.541,Positive
Taylor Swift,Tim McGraw,1,Someday you'll turn your radio on,43,0.0,1.0,0.0,Neutral
Taylor Swift,Tim McGraw,1,"I hope it takes you back to that place""",44,0.0,0.734,0.266,Positive
Taylor Swift,Tim McGraw,1,When you think happiness,45,0.0,0.455,0.545,Positive
Taylor Swift,Tim McGraw,1,I hope you think that little black dress,46,0.0,0.707,0.293,Positive
Taylor Swift,Tim McGraw,1,Think of my head on your chest,47,0.0,1.0,0.0,Neutral
Taylor Swift,Tim McGraw,1,And my old faded blue jeans,48,0.0,1.0,0.0,Neutral
Taylor Swift,Tim McGraw,1,When you think Tim McGraw,49,0.0,1.0,0.0,Neutral
Taylor Swift,Tim McGraw,1,I hope you think of me,50,0.0,0.633,0.367,Positive
Taylor Swift,Tim McGraw,1,"Oh, think of me",51,0.0,1.0,0.0,Neutral
Taylor Swift,Tim McGraw,1,Mmmm,52,0.0,1.0,0.0,Neutral
Taylor Swift,Tim McGraw,1,He said the way my blue eyes shined,53,0.0,1.0,0.0,Neutral
Taylor Swift,Tim McGraw,1,Put those Georgia stars to shame that night,54,0.307,0.693,0.0,Negative
Taylor Swift,Tim McGraw,1,"I said, ""That's a lie""",55,0.0,1.0,0.0,Neutral
Taylor Swift,Picture To Burn,2,"State the obvious, I didn't get my perfect fantasy",1,0.273,0.727,0.0,Negative
Taylor Swift,Picture To Burn,2,I realize you love yourself more than you could ever love me,2,0.0,0.543,0.457,Positive
Taylor Swift,Picture To Burn,2,So go and tell your friends that I'm obsessive and crazy,3,0.279,0.519,0.201,Negative
Taylor Swift,Picture To Burn,2,That's fine I'll tell mine that you're gay!,4,0.0,0.77,0.23,Positive
Taylor Swift,Picture To Burn,2,By the way...,5,0.0,1.0,0.0,Neutral
Taylor Swift,Picture To Burn,2,I hate that stupid old pickup truck,6,0.587,0.413,0.0,Negative
Taylor Swift,Picture To Burn,2,You never let me drive,7,0.0,1.0,0.0,Neutral
Taylor Swift,Picture To Burn,2,You're a redneck heartbreak,8,0.552,0.448,0.0,Negative
Taylor Swift,Picture To Burn,2,Who's really bad at lying,9,0.713,0.287,0.0,Negative
Taylor Swift,Picture To Burn,2,So watch me strike a match,10,0.261,0.739,0.0,Negative
Taylor Swift,Picture To Burn,2,On all my wasted time,11,0.444,0.556,0.0,Negative
Taylor Swift,Picture To Burn,2,As far as I'm concerned,12,0.0,1.0,0.0,Neutral
Taylor Swift,Picture To Burn,2,You're just another picture to burn!,13,0.0,1.0,0.0,Neutral
Taylor Swift,Picture To Burn,2,There's no time for tears,14,0.577,0.423,0.0,Negative
Taylor Swift,Picture To Burn,2,I'm just sitting here planning my revenge,15,0.362,0.638,0.0,Negative
Taylor Swift,Picture To Burn,2,There's nothing stopping me,16,0.0,0.675,0.325,Positive
Taylor Swift,Picture To Burn,2,From going out with all of your best friends,17,0.0,0.49,0.51,Positive
Taylor Swift,Picture To Burn,2,And if you come around saying sorry to me,18,0.14,0.86,0.0,Negative
Taylor Swift,Picture To Burn,2,My daddy's gonna show you how sorry you'll be,19,0.14,0.86,0.0,Negative
Taylor Swift,Picture To Burn,2,'Cause I hate that stupid old pickup truck,20,0.542,0.458,0.0,Negative
Taylor Swift,Picture To Burn,2,You never let me drive,21,0.0,1.0,0.0,Neutral
Taylor Swift,Picture To Burn,2,You're a redneck heartbreak,22,0.552,0.448,0.0,Negative
Taylor Swift,Picture To Burn,2,Who's really bad at lying,23,0.713,0.287,0.0,Negative
Taylor Swift,Picture To Burn,2,So watch me strike a match,24,0.261,0.739,0.0,Negative
Taylor Swift,Picture To Burn,2,On all my wasted time,25,0.444,0.556,0.0,Negative
Taylor Swift,Picture To Burn,2,As far as I'm concerned,26,0.0,1.0,0.0,Neutral
Taylor Swift,Picture To Burn,2,You're just another picture to burn!,27,0.0,1.0,0.0,Neutral
Taylor Swift,Picture To Burn,2,And if you're missing me,28,0.355,0.645,0.0,Negative
Taylor Swift,Picture To Burn,2,You'd better keep it to yourself,29,0.0,0.633,0.367,Positive
Taylor Swift,Picture To Burn,2,'Cause coming back around here,30,0.0,1.0,0.0,Neutral
Taylor Swift,Picture To Burn,2,Would be bad for your health...,31,0.412,0.588,0.0,Negative
Taylor Swift,Picture To Burn,2,'Cause I hate that stupid old pickup truck,32,0.542,0.458,0.0,Negative
Taylor Swift,Picture To Burn,2,You never let me drive,33,0.0,1.0,0.0,Neutral
Taylor Swift,Picture To Burn,2,You're a redneck heartbreak,34,0.552,0.448,0.0,Negative
Taylor Swift,Picture To Burn,2,Who's really bad at lying,35,0.713,0.287,0.0,Negative
Taylor Swift,Picture To Burn,2,So watch me strike a match,36,0.261,0.739,0.0,Negative
Taylor Swift,Picture To Burn,2,On all my wasted time,37,0.444,0.556,0.0,Negative
Taylor Swift,Picture To Burn,2,In case you haven't heard,38,0.0,1.0,0.0,Neutral
Taylor Swift,Picture To Burn,2,I really really hate that...,39,0.516,0.484,0.0,Negative
Taylor Swift,Picture To Burn,2,Stupid old pickup truck,40,0.531,0.469,0.0,Negative
Taylor Swift,Picture To Burn,2,You never let me drive,41,0.0,1.0,0.0,Neutral
Taylor Swift,Picture To Burn,2,You're a redneck heartbreak,42,0.552,0.448,0.0,Negative
Taylor Swift,Picture To Burn,2,Who's really bad at lying,43,0.713,0.287,0.0,Negative
Taylor Swift,Picture To Burn,2,So watch me strike a match,44,0.261,0.739,0.0,Negative
Taylor Swift,Picture To Burn,2,On all my wasted time,45,0.444,0.556,0.0,Negative
Taylor Swift,Picture To Burn,2,As far as I'm concerned,46,0.0,1.0,0.0,Neutral
Taylor Swift,Picture To Burn,2,You're just another picture to burn!,47,0.0,1.0,0.0,Neutral
Taylor Swift,Picture To Burn,2,"Burn, burn, burn, baby, burn",48,0.0,1.0,0.0,Neutral
Taylor Swift,Picture To Burn,2,You're just another picture to burn,49,0.0,1.0,0.0,Neutral
Taylor Swift,Picture To Burn,2,"Baby, burn...",50,0.0,1.0,0.0,Neutral
Taylor Swift,Teardrops On My Guitar,3,Drew looks at me,1,0.0,1.0,0.0,Neutral
Taylor Swift,Teardrops On My Guitar,3,I fake a smile so he won't see,2,0.267,0.517,0.216,Negative
Taylor Swift,Teardrops On My Guitar,3,That I want and I'm needing,3,0.0,0.794,0.206,Positive
Taylor Swift,Teardrops On My Guitar,3,Everything that we should be,4,0.0,1.0,0.0,Neutral
Taylor Swift,Teardrops On My Guitar,3,"I'll bet she's beautiful, that girl he talks about",5,0.0,0.672,0.328,Positive
Taylor Swift,Teardrops On My Guitar,3,And she's got everything that I have to live without,6,0.0,1.0,0.0,Neutral
Taylor Swift,Teardrops On My Guitar,3,Drew talks to me,7,0.0,1.0,0.0,Neutral
Taylor Swift,Teardrops On My Guitar,3,I laugh 'cause it's just so funny,8,0.0,0.405,0.595,Positive
Taylor Swift,Teardrops On My Guitar,3,That I can't even see,9,0.0,1.0,0.0,Neutral
Taylor Swift,Teardrops On My Guitar,3,Anyone when he's with me,10,0.0,1.0,0.0,Neutral
Taylor Swift,Teardrops On My Guitar,3,"He says he's so in love, he's finally got it right",11,0.0,0.691,0.309,Positive
Taylor Swift,Teardrops On My Guitar,3,I wonder if he knows he's all I think about at night,12,0.0,1.0,0.0,Neutral
Taylor Swift,Teardrops On My Guitar,3,He's the reason for the teardrops on my guitar,13,0.0,1.0,0.0,Neutral
Taylor Swift,Teardrops On My Guitar,3,The only thing that keeps me wishing on a wishing star,14,0.0,0.703,0.297,Positive
Taylor Swift,Teardrops On My Guitar,3,He's the song in the car I keep singing. Don't know why I do,15,0.0,1.0,0.0,Neutral
Taylor Swift,Teardrops On My Guitar,3,Drew walks by me,16,0.0,1.0,0.0,Neutral
Taylor Swift,Teardrops On My Guitar,3,Can he tell that I can't breathe?,17,0.0,1.0,0.0,Neutral
Taylor Swift,Teardrops On My Guitar,3,"And there he goes, so perfectly",18,0.0,0.482,0.518,Positive
Taylor Swift,Teardrops On My Guitar,3,The kind of flawless I wish I could be,19,0.0,0.551,0.449,Positive
Taylor Swift,Teardrops On My Guitar,3,"She'd better hold him tight, give him all her love",20,0.0,0.53,0.47,Positive
Taylor Swift,Teardrops On My Guitar,3,Look in those beautiful eyes and know she's lucky 'cause,21,0.0,0.544,0.456,Positive
Taylor Swift,Teardrops On My Guitar,3,He's the reason for the teardrops on my guitar,22,0.0,1.0,0.0,Neutral
Taylor Swift,Teardrops On My Guitar,3,The only thing that keeps me wishing on a wishing star,23,0.0,0.703,0.297,Positive
Taylor Swift,Teardrops On My Guitar,3,He's the song in the car I keep singing. Don't know why I do,24,0.0,1.0,0.0,Neutral
Taylor Swift,Teardrops On My Guitar,3,"So, I drive home alone",25,0.333,0.667,0.0,Negative
Taylor Swift,Teardrops On My Guitar,3,As I turn out the light,26,0.0,1.0,0.0,Neutral
Taylor Swift,Teardrops On My Guitar,3,I'll put his picture down,27,0.0,1.0,0.0,Neutral
Taylor Swift,Teardrops On My Guitar,3,And maybe get some sleep tonight,28,0.0,1.0,0.0,Neutral
Taylor Swift,Teardrops On My Guitar,3,'Cause he's the reason for the teardrops on my guitar,29,0.0,1.0,0.0,Neutral
Taylor Swift,Teardrops On My Guitar,3,The only one who's got enough of me to break my heart,30,0.0,0.724,0.276,Positive
Taylor Swift,Teardrops On My Guitar,3,He's the song in the car I keep singing. Don't know why I do,31,0.0,1.0,0.0,Neutral
Taylor Swift,Teardrops On My Guitar,3,"He's the time taken up, but there's never enough",32,0.0,1.0,0.0,Neutral
Taylor Swift,Teardrops On My Guitar,3,And he's all that I need to fall into,33,0.0,1.0,0.0,Neutral
Taylor Swift,Teardrops On My Guitar,3,Drew looks at me,34,0.0,1.0,0.0,Neutral
Taylor Swift,Teardrops On My Guitar,3,I fake a smile so he won't see,35,0.267,0.517,0.216,Negative
Taylor Swift,A Place In This World,4,"I don't know what I want, so don't ask me",1,0.0,0.874,0.126,Positive
Taylor Swift,A Place In This World,4,'Cause I'm still trying to figure it out,2,0.0,1.0,0.0,Neutral
Taylor Swift,A Place In This World,4,"Don't know what's down this road, I'm just walking",3,0.0,1.0,0.0,Neutral
Taylor Swift,A Place In This World,4,Trying to see through the rain coming down,4,0.0,1.0,0.0,Neutral
Taylor Swift,A Place In This World,4,Even though I'm not the only one,5,0.0,1.0,0.0,Neutral
Taylor Swift,A Place In This World,4,Who feels the way I do,6,0.0,1.0,0.0,Neutral
Taylor Swift,A Place In This World,4,"I'm alone, on my own, and that's all I know",7,0.182,0.818,0.0,Negative
Taylor Swift,A Place In This World,4,"I'll be strong, I'll be wrong, oh but life goes on",8,0.155,0.682,0.163,Neutral
Taylor Swift,A Place In This World,4,"Oh, I'm just a girl, trying to find a place in this world",9,0.0,1.0,0.0,Neutral
Taylor Swift,A Place In This World,4,"Got the radio on, my old blue jeans",10,0.0,1.0,0.0,Neutral
Taylor Swift,A Place In This World,4,And I'm wearing my heart on my sleeve,11,0.0,0.625,0.375,Positive
Taylor Swift,A Place In This World,4,"Feeling lucky today, got the sunshine",12,0.0,0.286,0.714,Positive
Taylor Swift,A Place In This World,4,Could you tell me what more do I need,13,0.0,1.0,0.0,Neutral
Taylor Swift,A Place In This World,4,"And tomorrow's just a mystery, oh yeah",14,0.0,0.732,0.268,Positive
Taylor Swift,A Place In This World,4,But that's OK,15,0.0,0.339,0.661,Positive
Taylor Swift,A Place In This World,4,"I'm alone, on my own, and that's all I know",16,0.182,0.818,0.0,Negative
Taylor Swift,A Place In This World,4,"I'll be strong, I'll be wrong, oh but life goes on",17,0.155,0.682,0.163,Neutral
Taylor Swift,A Place In This World,4,"Oh, I'm just a girl, trying to find a place in this world",18,0.0,1.0,0.0,Neutral
Taylor Swift,A Place In This World,4,Maybe I'm just a girl on a mission,19,0.0,1.0,0.0,Neutral
Taylor Swift,A Place In This World,4,But I'm ready to fly,20,0.0,0.552,0.448,Positive
Taylor Swift,A Place In This World,4,"I'm alone, on my own, and that's all I know",21,0.182,0.818,0.0,Negative
Taylor Swift,A Place In This World,4,"I'll be strong, I'll be wrong, oh but life goes on",22,0.155,0.682,0.163,Neutral
Taylor Swift,A Place In This World,4,"Oh I'm alone, on my own, and that's all I know",23,0.167,0.833,0.0,Negative
Taylor Swift,A Place In This World,4,"Oh I'm just a girl, trying to find a place in this world",24,0.0,1.0,0.0,Neutral
Taylor Swift,A Place In This World,4,Oh I'm just a girl,25,0.0,1.0,0.0,Neutral
Taylor Swift,A Place In This World,4,"Oh I'm just a girl, oh, oh",26,0.0,1.0,0.0,Neutral
Taylor Swift,A Place In This World,4,Oh I'm just a girl,27,0.0,1.0,0.0,Neutral
Taylor Swift,Cold As You,5,You have a way of coming easily to me,1,0.0,0.769,0.231,Positive
Taylor Swift,Cold As You,5,"And when you take, you take the very best of me",2,0.0,0.69,0.31,Positive
Taylor Swift,Cold As You,5,So I start a fight 'cause I need to feel something,3,0.206,0.794,0.0,Negative
Taylor Swift,Cold As You,5,And you do what you want 'cause I'm not what you wanted,4,0.0,0.894,0.106,Positive
Taylor Swift,Cold As You,5,"Oh, what a shame, what a rainy ending given to a perfect day",5,0.243,0.552,0.204,Positive
Taylor Swift,Cold As You,5,"Just walk away, ain't no use defending words that you will never say",6,0.0,0.864,0.136,Positive
Taylor Swift,Cold As You,5,And now that I'm sitting here thinking it through,7,0.0,1.0,0.0,Neutral
Taylor Swift,Cold As You,5,I've never been anywhere cold as you,8,0.0,1.0,0.0,Neutral
Taylor Swift,Cold As You,5,You put up walls and paint them all a shade of gray,9,0.0,1.0,0.0,Neutral
Taylor Swift,Cold As You,5,And I stood there loving you and wished them all away,10,0.0,0.719,0.281,Positive
Taylor Swift,Cold As You,5,And you come away with a great little story,11,0.0,0.661,0.339,Positive
Taylor Swift,Cold As You,5,Of a mess of a dreamer with the nerve to adore you,12,0.155,0.621,0.224,Positive
Taylor Swift,Cold As You,5,"Oh, what a shame, what a rainy ending given to a perfect day",13,0.243,0.552,0.204,Positive
Taylor Swift,Cold As You,5,"So just walk away, ain't no use defending words that you will never say",14,0.0,0.873,0.127,Positive
Taylor Swift,Cold As You,5,And now that I'm sitting here thinking it through,15,0.0,1.0,0.0,Neutral
Taylor Swift,Cold As You,5,I've never been anywhere cold as you,16,0.0,1.0,0.0,Neutral
Taylor Swift,Cold As You,5,"You never did give a damn thing, honey, but I cried, cried for you",17,0.44,0.56,0.0,Negative
Taylor Swift,Cold As You,5,"And I know you wouldn't have told nobody if I died, died for you, died for you",18,0.435,0.565,0.0,Negative
Taylor Swift,Cold As You,5,"Oh, what a shame, what a rainy ending given to a perfect day",19,0.243,0.552,0.204,Positive
Taylor Swift,Cold As You,5,Every smile you fake is so condescending counting all the scars you made,20,0.187,0.663,0.151,Negative
Taylor Swift,Cold As You,5,And now that I'm sitting here thinking it through,21,0.0,1.0,0.0,Neutral
Taylor Swift,Cold As You,5,I've never been anywhere cold as you,22,0.0,1.0,0.0,Neutral
Taylor Swift,The Outside,6,I didn't know what I would find,1,0.0,1.0,0.0,Neutral
Taylor Swift,The Outside,6,When I went looking for a reason,2,0.0,1.0,0.0,Neutral
Taylor Swift,The Outside,6,I know I didn't read between the lines,3,0.0,1.0,0.0,Neutral
Taylor Swift,The Outside,6,"And, baby, I've got nowhere to go",4,0.0,1.0,0.0,Neutral
Taylor Swift,The Outside,6,I tried to take the road less traveled by,5,0.0,1.0,0.0,Neutral
Taylor Swift,The Outside,6,But nothing seems to work the first few times,6,0.0,1.0,0.0,Neutral
Taylor Swift,The Outside,6,Am I right?,7,0.0,1.0,0.0,Neutral
Taylor Swift,The Outside,6,So how can I ever try to be better?,8,0.0,0.734,0.266,Positive
Taylor Swift,The Outside,6,Nobody ever lets me in,9,0.0,1.0,0.0,Neutral
Taylor Swift,The Outside,6,I can still see you,10,0.0,1.0,0.0,Neutral
Taylor Swift,The Outside,6,This ain't the best view,11,0.457,0.543,0.0,Negative
Taylor Swift,The Outside,6,On the outside looking in,12,0.0,1.0,0.0,Neutral
Taylor Swift,The Outside,6,And I've been a lot of lonely places,13,0.263,0.737,0.0,Negative
Taylor Swift,The Outside,6,I've never been on the outside,14,0.0,1.0,0.0,Neutral
Taylor Swift,The Outside,6,"You saw me there, but never knew",15,0.0,1.0,0.0,Neutral
Taylor Swift,The Outside,6,That I would give it all up to be,16,0.0,1.0,0.0,Neutral
Taylor Swift,The Outside,6,"A part of this, a part of you",17,0.0,1.0,0.0,Neutral
Taylor Swift,The Outside,6,And now it's all too late. So you see,18,0.0,1.0,0.0,Neutral
Taylor Swift,The Outside,6,You could've helped if you had wanted to,19,0.0,1.0,0.0,Neutral
Taylor Swift,The Outside,6,But no one notices until it's too late to do anything,20,0.219,0.781,0.0,Negative
Taylor Swift,The Outside,6,So how can I ever try to be better?,21,0.0,0.734,0.266,Positive
Taylor Swift,The Outside,6,Nobody ever lets me in,22,0.0,1.0,0.0,Neutral
Taylor Swift,The Outside,6,I can still see you,23,0.0,1.0,0.0,Neutral
Taylor Swift,The Outside,6,This ain't the best view,24,0.457,0.543,0.0,Negative
Taylor Swift,The Outside,6,On the outside looking in,25,0.0,1.0,0.0,Neutral
Taylor Swift,The Outside,6,And I've been a lot of lonely places,26,0.263,0.737,0.0,Negative
Taylor Swift,The Outside,6,I've never been on the outside,27,0.0,1.0,0.0,Neutral
Taylor Swift,The Outside,6,"Oh, yeah",28,0.0,0.312,0.688,Positive
Taylor Swift,The Outside,6,So how can I ever try to be better?,29,0.0,0.734,0.266,Positive
Taylor Swift,The Outside,6,Nobody ever lets me in,30,0.0,1.0,0.0,Neutral
Taylor Swift,The Outside,6,And I can still see you,31,0.0,1.0,0.0,Neutral
Taylor Swift,The Outside,6,This ain't the best view,32,0.457,0.543,0.0,Negative
Taylor Swift,The Outside,6,On the outside looking in,33,0.0,1.0,0.0,Neutral
Taylor Swift,The Outside,6,And I've been a lot of lonely places,34,0.263,0.737,0.0,Negative
Taylor Swift,The Outside,6,I've never been on the outside,35,0.0,1.0,0.0,Neutral
Taylor Swift,Tied Together With A Smile,7,Seems the only one who doesn't see your beauty,1,0.277,0.723,0.0,Negative
Taylor Swift,Tied Together With A Smile,7,Is the face in the mirror looking back at you,2,0.0,1.0,0.0,Neutral
Taylor Swift,Tied Together With A Smile,7,You walk around here thinking you're not pretty,3,0.273,0.727,0.0,Negative
Taylor Swift,Tied Together With A Smile,7,But that's not true 'cause I know you,4,0.3,0.7,0.0,Negative
Taylor Swift,Tied Together With A Smile,7,"Hold on, baby, you're losing it",5,0.342,0.658,0.0,Negative
Taylor Swift,Tied Together With A Smile,7,"The water's high, you're jumping into it",6,0.0,1.0,0.0,Neutral
Taylor Swift,Tied Together With A Smile,7,And letting go,7,0.0,1.0,0.0,Neutral
Taylor Swift,Tied Together With A Smile,7,And no one knows,8,0.423,0.577,0.0,Negative
Taylor Swift,Tied Together With A Smile,7,"That you cry, but you don't tell anyone",9,0.227,0.773,0.0,Negative
Taylor Swift,Tied Together With A Smile,7,That you might not be the golden one,10,0.0,1.0,0.0,Neutral
Taylor Swift,Tied Together With A Smile,7,And you're tied together with a smile,11,0.0,0.706,0.294,Positive
Taylor Swift,Tied Together With A Smile,7,But you're coming undone,12,0.0,1.0,0.0,Neutral
Taylor Swift,Tied Together With A Smile,7,I guess it's true that love was all you wanted,13,0.0,0.533,0.467,Positive
Taylor Swift,Tied Together With A Smile,7,'Cause you're giving it away like it's extra change,14,0.0,0.588,0.412,Positive
Taylor Swift,Tied Together With A Smile,7,Hoping it will end up in his pocket,15,0.0,0.714,0.286,Positive
Taylor Swift,Tied Together With A Smile,7,But he leaves you out like a penny in the rain,16,0.0,0.755,0.245,Positive
Taylor Swift,Tied Together With A Smile,7,"Oh, 'cause it's not his price to pay",17,0.167,0.833,0.0,Negative
Taylor Swift,Tied Together With A Smile,7,It's not his price to pay,18,0.219,0.781,0.0,Negative
Taylor Swift,Tied Together With A Smile,7,"Hold on, baby, you're losing it",19,0.342,0.658,0.0,Negative
Taylor Swift,Tied Together With A Smile,7,"The water's high, you're jumping into it",20,0.0,1.0,0.0,Neutral
Taylor Swift,Tied Together With A Smile,7,And letting go,21,0.0,1.0,0.0,Neutral
Taylor Swift,Tied Together With A Smile,7,And no one knows,22,0.423,0.577,0.0,Negative
Taylor Swift,Tied Together With A Smile,7,"That you cry, but you don't tell anyone",23,0.227,0.773,0.0,Negative
Taylor Swift,Tied Together With A Smile,7,That you might not be the golden one,24,0.0,1.0,0.0,Neutral
Taylor Swift,Tied Together With A Smile,7,And you're tied together with a smile,25,0.0,0.706,0.294,Positive
Taylor Swift,Tied Together With A Smile,7,But you're coming undone,26,0.0,1.0,0.0,Neutral
Taylor Swift,Tied Together With A Smile,7,"Hold on, baby, you're losing it",27,0.342,0.658,0.0,Negative
Taylor Swift,Tied Together With A Smile,7,"The water's high, you're jumping into it",28,0.0,1.0,0.0,Neutral
Taylor Swift,Tied Together With A Smile,7,And letting go,29,0.0,1.0,0.0,Neutral
Taylor Swift,Tied Together With A Smile,7,And no one knows,30,0.423,0.577,0.0,Negative
Taylor Swift,Tied Together With A Smile,7,"That you cry, but you don't tell anyone",31,0.227,0.773,0.0,Negative
Taylor Swift,Tied Together With A Smile,7,That you might not be the golden one,32,0.0,1.0,0.0,Neutral
Taylor Swift,Tied Together With A Smile,7,And you're tied together with a smile,33,0.0,0.706,0.294,Positive
Taylor Swift,Tied Together With A Smile,7,But you're coming undone,34,0.0,1.0,0.0,Neutral
Taylor Swift,Tied Together With A Smile,7,You're tied together with a smile,35,0.0,0.667,0.333,Positive
Taylor Swift,Tied Together With A Smile,7,But you're coming undone,36,0.0,1.0,0.0,Neutral
Taylor Swift,Tied Together With A Smile,7,"Goodbye, baby",37,0.0,1.0,0.0,Neutral
Taylor Swift,Tied Together With A Smile,7,"With a smile, baby, baby",38,0.0,0.615,0.385,Positive
Taylor Swift,Stay Beautiful,8,Cory's eyes are like a jungle,1,0.0,0.667,0.333,Positive
Taylor Swift,Stay Beautiful,8,"He smiles, it's like the radio",2,0.0,0.417,0.583,Positive
Taylor Swift,Stay Beautiful,8,He whispers songs into my window,3,0.0,1.0,0.0,Neutral
Taylor Swift,Stay Beautiful,8,In words that nobody knows,4,0.0,1.0,0.0,Neutral
Taylor Swift,Stay Beautiful,8,There's pretty girls on every corner,5,0.0,0.61,0.39,Positive
Taylor Swift,Stay Beautiful,8,That watch him as he's walking home,6,0.0,1.0,0.0,Neutral
Taylor Swift,Stay Beautiful,8,"Saying, ""Does he know?""",7,0.0,1.0,0.0,Neutral
Taylor Swift,Stay Beautiful,8,Will you ever know?,8,0.0,1.0,0.0,Neutral
Taylor Swift,Stay Beautiful,8,You're beautiful,9,0.0,0.204,0.796,Positive
Taylor Swift,Stay Beautiful,8,Every little piece love,10,0.0,0.433,0.567,Positive
Taylor Swift,Stay Beautiful,8,And don't you know,11,0.0,1.0,0.0,Neutral
Taylor Swift,Stay Beautiful,8,You're really gonna be someone,12,0.0,1.0,0.0,Neutral
Taylor Swift,Stay Beautiful,8,Ask anyone,13,0.0,1.0,0.0,Neutral
Taylor Swift,Stay Beautiful,8,And when you find everything you looked for,14,0.0,1.0,0.0,Neutral
Taylor Swift,Stay Beautiful,8,I hope your life leads you back to my door,15,0.0,0.756,0.244,Positive
Taylor Swift,Stay Beautiful,8,"Oh, but if it don't",16,0.0,1.0,0.0,Neutral
Taylor Swift,Stay Beautiful,8,Stay beautiful,17,0.0,0.204,0.796,Positive
Taylor Swift,Stay Beautiful,8,Cory finds another way to be,18,0.0,1.0,0.0,Neutral
Taylor Swift,Stay Beautiful,8,The highlight of my day,19,0.0,0.625,0.375,Positive
Taylor Swift,Stay Beautiful,8,I'm taking pictures in my mind,20,0.0,1.0,0.0,Neutral
